timestep,id,left,top,height,width,img_height,img_width,parent
8,1,400.2726535,1364.440034,10,10,1920,2560,0
8,8,428.2699894,426.2273759,10,10,1920,2560,0
8,34,324.200536,685.0468952,10,10,1920,2560,0
8,129,968.0960937,1902.836125,10,10,1920,2560,0
8,130,400.7327779,508.8890857,10,10,1920,2560,0
8,135,863.1970535,1509.380224,10,10,1920,2560,0
8,2,1075.397829,1704.770522,10,10,1920,2560,0
8,5,2458.55134,602.8276578,10,10,1920,2560,0
8,6,1497.188266,708.6255088,10,10,1920,2560,0
8,7,744.9527247,418.8320049,10,10,1920,2560,0
8,12,877.1441895,1251.441491,10,10,1920,2560,11
8,19,864.0728903,1215.492997,10,10,1920,2560,11
8,20,2153.154291,1647.610518,10,10,1920,2560,0
8,21,2373.088771,553.6586409,10,10,1920,2560,0
8,23,501.4905651,978.78286,10,10,1920,2560,22
8,24,504.8300974,889.9661503,10,10,1920,2560,22
8,27,281.0400572,1826.077557,10,10,1920,2560,0
8,28,1663.861823,1071.163398,10,10,1920,2560,0
8,31,2451.751749,565.2155173,10,10,1920,2560,30
8,32,2416.877199,468.9279499,10,10,1920,2560,30
8,36,2157.563243,100.4058027,10,10,1920,2560,35
8,37,2115.283421,95.97356871,10,10,1920,2560,35
8,46,1346.847521,637.8164446,10,10,1920,2560,0
8,49,1302.094347,773.6919896,10,10,1920,2560,48
9,241,14.43284647,901.01332,10,10,1920,2560,0
9,206,1685.219125,32.05848294,10,10,1920,2560,205
9,207,1741.007289,15.91551239,10,10,1920,2560,205
9,180,1392.851577,1119.852526,10,10,1920,2560,0
9,183,1698.149373,745.8813493,10,10,1920,2560,0
9,157,502.8455889,186.7195306,10,10,1920,2560,0
9,159,2405.699469,492.3049431,10,10,1920,2560,158
9,160,2397.279104,422.403955,10,10,1920,2560,158
9,170,957.523737,1562.474559,10,10,1920,2560,169
9,171,975.9361472,1535.101673,10,10,1920,2560,169
9,1,401.2540476,1361.315242,10,10,1920,2560,0
9,8,418.6756446,416.4873501,10,10,1920,2560,0
9,34,325.4836554,683.2821712,10,10,1920,2560,0
9,129,962.3167986,1903.180195,10,10,1920,2560,0
9,130,399.4188456,509.4546271,10,10,1920,2560,0
9,135,867.8466491,1476.765568,10,10,1920,2560,0
9,2,1094.778613,1719.519261,10,10,1920,2560,0
9,5,2482.903949,617.1918005,10,10,1920,2560,0
9,6,1497.993547,708.8603991,10,10,1920,2560,0
9,7,742.0338917,420.8912563,10,10,1920,2560,0
9,12,880.3257007,1248.636234,10,10,1920,2560,11
9,19,863.6238936,1215.377355,10,10,1920,2560,11
9,20,2152.153675,1648.000817,10,10,1920,2560,0
9,21,2402.629904,548.5813536,10,10,1920,2560,0
9,23,510.2942291,1025.604949,10,10,1920,2560,22
9,25,505.9052976,920.7531615,10,10,1920,2560,24
9,26,507.4308378,864.3095078,10,10,1920,2560,24
9,27,298.276185,1830.5085,10,10,1920,2560,0
9,28,1676.786215,1075.616881,10,10,1920,2560,0
9,31,2444.307632,564.3524874,10,10,1920,2560,30
9,32,2416.877199,468.9279499,10,10,1920,2560,30
9,36,2144.921029,85.72303832,10,10,1920,2560,35
9,37,2114.274513,96.08983032,10,10,1920,2560,35
9,46,1343.578108,632.2466695,10,10,1920,2560,0
9,50,1306.574275,783.5196088,10,10,1920,2560,49
9,51,1386.474855,736.5856834,10,10,1920,2560,49
10,255,1771.617178,1606.533189,10,10,1920,2560,0
10,241,30.13359181,898.9988138,10,10,1920,2560,0
10,206,1699.292102,36.96947295,10,10,1920,2560,205
10,207,1752.780251,22.32661302,10,10,1920,2560,205
10,181,1400.317032,1104.472955,10,10,1920,2560,180
10,182,1397.756711,1063.442061,10,10,1920,2560,180
10,183,1703.989353,747.8930224,10,10,1920,2560,0
10,157,505.6737731,188.5214044,10,10,1920,2560,0
10,159,2395.918657,524.5814591,10,10,1920,2560,158
10,160,2411.292762,414.0361234,10,10,1920,2560,158
10,170,1014.418107,1552.732432,10,10,1920,2560,169
10,171,998.6195952,1534.538239,10,10,1920,2560,169
10,1,398.8272998,1360.228719,10,10,1920,2560,0
10,8,408.4508695,410.9583642,10,10,1920,2560,0
10,34,326.4087143,681.3689354,10,10,1920,2560,0
10,129,976.6529682,1902.584531,10,10,1920,2560,0
10,130,398.5037134,512.5603301,10,10,1920,2560,0
10,135,877.3057202,1498.194555,10,10,1920,2560,0
10,2,1096.93977,1713.635208,10,10,1920,2560,0
10,5,2490.588557,633.6857004,10,10,1920,2560,0
10,6,1518.837191,710.5631529,10,10,1920,2560,0
10,7,743.4331678,420.4464368,10,10,1920,2560,0
10,12,893.2235557,1253.755562,10,10,1920,2560,11
10,19,863.1748968,1215.261712,10,10,1920,2560,11
10,20,2152.581214,1649.942011,10,10,1920,2560,0
10,21,2400.921085,578.6019908,10,10,1920,2560,0
10,23,517.8662834,1049.88575,10,10,1920,2560,22
10,25,506.8218102,877.3996222,10,10,1920,2560,24
10,26,507.4308378,864.3095078,10,10,1920,2560,24
10,27,292.6106651,1824.127656,10,10,1920,2560,0
10,28,1672.095547,1069.55836,10,10,1920,2560,0
10,31,2444.007178,564.3176545,10,10,1920,2560,30
10,32,2368.811712,435.3902139,10,10,1920,2560,30
10,36,2148.385044,85.63213651,10,10,1920,2560,35
10,37,2089.119029,101.8695058,10,10,1920,2560,35
10,46,1354.588583,613.2402178,10,10,1920,2560,0
10,50,1318.834883,782.9047682,10,10,1920,2560,49
10,51,1411.988424,739.1397097,10,10,1920,2560,49
11,255,1785.880762,1597.785155,10,10,1920,2560,0
11,241,39.98499602,899.5306352,10,10,1920,2560,0
11,206,1707.387565,24.71145272,10,10,1920,2560,205
11,207,1781.664898,33.97374633,10,10,1920,2560,205
11,181,1401.116134,1078.278865,10,10,1920,2560,180
11,182,1424.091468,1014.252076,10,10,1920,2560,180
11,183,1693.36423,764.160863,10,10,1920,2560,0
11,157,504.4892828,190.5124863,10,10,1920,2560,0
11,159,2391.972253,565.0784082,10,10,1920,2560,158
11,160,2415.401972,408.1354999,10,10,1920,2560,158
11,170,990.3389983,1540.103638,10,10,1920,2560,169
11,171,924.4378857,1492.03383,10,10,1920,2560,169
11,1,396.5704343,1361.297199,10,10,1920,2560,0
11,8,389.8925663,414.8914051,10,10,1920,2560,0
11,34,324.2677562,683.2900105,10,10,1920,2560,0
11,129,974.8640959,1903.611305,10,10,1920,2560,0
11,131,397.9012243,514.8567903,10,10,1920,2560,130
11,132,449.1582402,442.9336262,10,10,1920,2560,130
11,135,849.4948592,1493.84695,10,10,1920,2560,0
11,2,1113.695862,1730.54172,10,10,1920,2560,0
11,5,2496.300261,649.757519,10,10,1920,2560,0
11,6,1524.280638,708.2083485,10,10,1920,2560,0
11,7,740.0716874,422.7136755,10,10,1920,2560,0
11,12,887.9044523,1250.746621,10,10,1920,2560,11
11,19,862.7259001,1215.14607,10,10,1920,2560,11
11,20,2150.671671,1651.184513,10,10,1920,2560,0
11,21,2405.783418,604.463456,10,10,1920,2560,0
11,23,515.2340939,1040.106779,10,10,1920,2560,22
11,25,507.901629,852.0247,10,10,1920,2560,24
11,26,510.9709388,798.9827614,10,10,1920,2560,24
11,27,303.1470178,1824.99675,10,10,1920,2560,0
11,28,1661.376199,1059.951099,10,10,1920,2560,0
11,31,2436.222029,600.8405534,10,10,1920,2560,30
11,32,2359.585007,432.9290336,10,10,1920,2560,30
11,36,2143.577959,88.33014737,10,10,1920,2560,35
11,37,2100.046081,115.0021494,10,10,1920,2560,35
11,46,1364.320842,600.2262977,10,10,1920,2560,0
11,50,1319.748825,784.2156349,10,10,1920,2560,49
11,51,1436.096394,735.4108503,10,10,1920,2560,49
12,142,1264.775334,142.2507453,10,10,1920,2560,0
12,255,1800.333579,1586.5383,10,10,1920,2560,0
12,241,72.80054114,894.9657574,10,10,1920,2560,0
12,206,1717.989982,19.98822013,10,10,1920,2560,205
12,207,1781.635183,31.76034455,10,10,1920,2560,205
12,181,1399.798639,1068.433265,10,10,1920,2560,180
12,182,1413.732724,995.0214771,10,10,1920,2560,180
12,183,1697.656007,772.5051729,10,10,1920,2560,0
12,157,505.9767714,188.1384972,10,10,1920,2560,0
12,159,2391.432573,567.9953835,10,10,1920,2560,158
12,160,2421.082982,395.401233,10,10,1920,2560,158
12,170,994.2162582,1538.890504,10,10,1920,2560,169
12,171,884.7758939,1482.954577,10,10,1920,2560,169
12,1,393.024869,1360.617498,10,10,1920,2560,0
12,8,392.0051657,412.74505,10,10,1920,2560,0
12,34,322.9798073,686.5249205,10,10,1920,2560,0
12,129,974.9116186,1903.561494,10,10,1920,2560,0
12,131,396.2625461,509.9874316,10,10,1920,2560,130
12,132,447.3499389,430.1758334,10,10,1920,2560,130
12,135,850.5233291,1481.778169,10,10,1920,2560,0
12,2,1130.716848,1721.520326,10,10,1920,2560,0
12,5,2502.142062,666.3493763,10,10,1920,2560,0
12,6,1533.516405,702.9313617,10,10,1920,2560,0
12,7,741.6411496,422.5292654,10,10,1920,2560,0
12,12,899.5378817,1239.281277,10,10,1920,2560,11
12,19,945.3046216,1222.123311,10,10,1920,2560,11
12,20,2150.888324,1651.612927,10,10,1920,2560,0
12,21,2373.999434,554.6423605,10,10,1920,2560,0
12,23,513.3979324,1069.365864,10,10,1920,2560,22
12,25,506.631704,815.6781866,10,10,1920,2560,24
12,26,511.1130872,796.3596471,10,10,1920,2560,24
12,27,273.029577,1828.457456,10,10,1920,2560,0
12,28,1657.337326,1057.066252,10,10,1920,2560,0
12,31,2413.939033,615.4171677,10,10,1920,2560,30
12,32,2382.697673,421.3407337,10,10,1920,2560,30
12,36,2104.917168,102.2243159,10,10,1920,2560,35
12,37,2098.586381,115.8734232,10,10,1920,2560,35
12,46,1367.692956,595.2417071,10,10,1920,2560,0
12,50,1324.722659,795.2947441,10,10,1920,2560,49
12,51,1446.748097,751.1729632,10,10,1920,2560,49
13,143,752.7685184,1896.978189,10,10,1920,2560,0
13,144,140.1503328,1327.918542,10,10,1920,2560,0
13,142,1265.647535,143.4245623,10,10,1920,2560,0
13,255,1837.361932,1570.636796,10,10,1920,2560,0
13,241,85.12787865,892.1680356,10,10,1920,2560,0
13,206,1715.598461,31.19600761,10,10,1920,2560,205
13,207,1794.21719,51.86447969,10,10,1920,2560,205
13,181,1393.016485,1053.332992,10,10,1920,2560,180
13,182,1406.324288,997.7056971,10,10,1920,2560,180
13,183,1699.375478,777.4145731,10,10,1920,2560,0
13,157,504.3722262,190.184908,10,10,1920,2560,0
13,159,2368.918333,543.3237488,10,10,1920,2560,158
13,160,2452.829801,412.6252165,10,10,1920,2560,158
13,170,999.9653352,1529.604456,10,10,1920,2560,169
13,171,886.0414245,1468.563414,10,10,1920,2560,169
13,1,391.9839426,1360.073497,10,10,1920,2560,0
13,8,386.6195501,405.9135551,10,10,1920,2560,0
13,34,324.075387,685.6641864,10,10,1920,2560,0
13,129,976.1184507,1901.586592,10,10,1920,2560,0
13,131,401.5560552,511.305083,10,10,1920,2560,130
13,132,456.718845,428.9518869,10,10,1920,2560,130
13,136,839.0207055,1473.205979,10,10,1920,2560,135
13,141,816.1729057,1463.697704,10,10,1920,2560,135
13,2,1139.996782,1711.07715,10,10,1920,2560,0
13,5,2507.39291,677.0730198,10,10,1920,2560,0
13,6,1544.047477,701.3226515,10,10,1920,2560,0
13,7,743.9975567,418.3630992,10,10,1920,2560,0
13,12,910.9622711,1246.507393,10,10,1920,2560,11
13,19,946.3498802,1230.191697,10,10,1920,2560,11
13,20,2152.736369,1650.248518,10,10,1920,2560,0
13,21,2413.456929,579.7028641,10,10,1920,2560,0
13,23,513.6099434,1102.362933,10,10,1920,2560,22
13,25,509.5808686,784.7703756,10,10,1920,2560,24
13,26,511.2552356,793.7365329,10,10,1920,2560,24
13,27,230.6814794,1825.950921,10,10,1920,2560,0
13,28,1657.036447,1062.014524,10,10,1920,2560,0
13,31,2404.662757,619.7770204,10,10,1920,2560,30
13,32,2384.466323,392.6881987,10,10,1920,2560,30
13,36,2115.490912,92.42742073,10,10,1920,2560,35
13,37,2061.077065,87.15204012,10,10,1920,2560,35
13,46,1372.164133,580.4041318,10,10,1920,2560,0
13,50,1342.471082,809.3651297,10,10,1920,2560,49
13,51,1454.658003,778.296896,10,10,1920,2560,49
14,145,310.3022618,1838.709098,10,10,1920,2560,0
14,143,754.844342,1894.327518,10,10,1920,2560,0
14,144,144.6743383,1326.870235,10,10,1920,2560,0
14,142,1265.335825,141.4009712,10,10,1920,2560,0
14,255,1840.486631,1558.039675,10,10,1920,2560,0
14,241,100.5726881,897.927538,10,10,1920,2560,0
14,206,1724.1384,22.25273442,10,10,1920,2560,205
14,208,1806.702112,51.64302123,10,10,1920,2560,207
14,209,1768.136147,16.6759467,10,10,1920,2560,207
14,181,1398.653484,1027.365044,10,10,1920,2560,180
14,182,1423.456792,932.9937175,10,10,1920,2560,180
14,183,1697.02781,785.7897121,10,10,1920,2560,0
14,157,494.5187182,190.3608127,10,10,1920,2560,0
14,159,2372.161921,541.2778453,10,10,1920,2560,158
14,161,2478.071408,421.4925411,10,10,1920,2560,160
14,162,2447.635465,385.1656252,10,10,1920,2560,160
14,170,995.0432247,1509.623941,10,10,1920,2560,169
14,171,855.0550446,1455.313155,10,10,1920,2560,169
14,1,389.21487,1360.111117,10,10,1920,2560,0
14,8,365.3771295,387.1866093,10,10,1920,2560,0
14,34,323.9574772,685.7659067,10,10,1920,2560,0
14,129,981.3603684,1901.899166,10,10,1920,2560,0
14,131,395.0332219,509.5894585,10,10,1920,2560,130
14,132,450.6232927,433.307439,10,10,1920,2560,130
14,136,839.0207055,1473.205979,10,10,1920,2560,135
14,2,1139.007471,1704.729435,10,10,1920,2560,0
14,5,2506.630305,684.1988869,10,10,1920,2560,0
14,6,1564.695412,705.6541029,10,10,1920,2560,0
14,7,740.2887913,419.300499,10,10,1920,2560,0
14,12,930.8078158,1244.875859,10,10,1920,2560,11
14,19,948.9401748,1230.657201,10,10,1920,2560,11
14,20,2152.018539,1652.048175,10,10,1920,2560,0
14,21,2445.212952,506.520922,10,10,1920,2560,0
14,23,507.4707021,1127.131045,10,10,1920,2560,22
14,25,501.4010087,757.5399218,10,10,1920,2560,24
14,26,511.4758258,712.9764709,10,10,1920,2560,24
14,27,236.6581227,1829.086401,10,10,1920,2560,0
14,28,1653.165482,1054.914612,10,10,1920,2560,0
14,31,2420.067874,591.5056648,10,10,1920,2560,30
14,32,2389.349868,368.9013045,10,10,1920,2560,30
14,36,2103.010497,90.7160955,10,10,1920,2560,35
14,38,2104.293653,118.9367156,10,10,1920,2560,37
14,39,2054.824243,80.17361561,10,10,1920,2560,37
14,46,1383.322349,559.3056923,10,10,1920,2560,0
14,50,1353.644394,818.367059,10,10,1920,2560,49
14,52,1458.072304,782.1378127,10,10,1920,2560,51
14,125,1452.970446,746.0179889,10,10,1920,2560,51
15,145,274.972051,1851.763599,10,10,1920,2560,0
15,143,738.0085918,1877.441266,10,10,1920,2560,0
15,144,141.6514928,1329.633395,10,10,1920,2560,0
15,142,1262.399144,144.2183668,10,10,1920,2560,0
15,255,1849.672814,1553.724626,10,10,1920,2560,0
15,241,116.2632843,898.4043656,10,10,1920,2560,0
15,206,1724.896162,48.49028859,10,10,1920,2560,205
15,208,1760.521032,22.31246729,10,10,1920,2560,207
15,209,1732.005551,18.42809455,10,10,1920,2560,207
15,181,1410.828071,993.1700648,10,10,1920,2560,180
15,182,1424.405722,927.9557993,10,10,1920,2560,180
15,183,1697.072731,797.1090277,10,10,1920,2560,0
15,157,498.5430423,191.8873495,10,10,1920,2560,0
15,159,2373.373572,541.3305646,10,10,1920,2560,158
15,161,2467.508368,424.1781204,10,10,1920,2560,160
15,162,2440.971391,401.7671062,10,10,1920,2560,160
15,170,957.2399156,1475.240381,10,10,1920,2560,169
15,171,870.3923063,1440.808787,10,10,1920,2560,169
15,1,390.1182309,1363.412322,10,10,1920,2560,0
15,8,367.1959289,396.8422439,10,10,1920,2560,0
15,34,323.8395673,685.867627,10,10,1920,2560,0
15,129,977.8119836,1897.740716,10,10,1920,2560,0
15,131,401.3133139,513.3045793,10,10,1920,2560,130
15,132,476.537242,470.159151,10,10,1920,2560,130
15,136,925.2056996,1434.999829,10,10,1920,2560,135
15,2,1147.674113,1705.84684,10,10,1920,2560,0
15,5,2512.808329,694.7388499,10,10,1920,2560,0
15,6,1582.385499,698.5381033,10,10,1920,2560,0
15,7,742.2420884,421.1983596,10,10,1920,2560,0
15,12,952.4740952,1242.317086,10,10,1920,2560,11
15,19,951.5304694,1231.122705,10,10,1920,2560,11
15,20,2152.085109,1653.113428,10,10,1920,2560,0
15,21,2446.111305,510.3544535,10,10,1920,2560,0
15,23,504.4483362,1151.808049,10,10,1920,2560,22
15,25,486.9450991,729.857156,10,10,1920,2560,24
15,26,511.621056,707.2834891,10,10,1920,2560,24
15,27,239.4697638,1835.885946,10,10,1920,2560,0
15,28,1606.264302,1054.22749,10,10,1920,2560,0
15,31,2434.273225,562.2160236,10,10,1920,2560,30
15,32,2389.700893,369.4578237,10,10,1920,2560,30
15,36,2062.015719,45.29814724,10,10,1920,2560,35
15,38,2073.966341,114.353983,10,10,1920,2560,37
15,40,2046.498414,89.0576765,10,10,1920,2560,39
15,41,2033.922678,70.40500046,10,10,1920,2560,39
15,46,1386.83918,546.4531391,10,10,1920,2560,0
15,50,1362.288939,826.0124586,10,10,1920,2560,49
15,52,1456.092829,750.42106,10,10,1920,2560,51
16,145,315.4466926,1847.847225,10,10,1920,2560,0
16,143,726.7339368,1872.753352,10,10,1920,2560,0
16,144,139.0535299,1328.785027,10,10,1920,2560,0
16,142,1262.372561,144.237949,10,10,1920,2560,0
16,255,1844.452351,1557.519692,10,10,1920,2560,0
16,241,119.7563776,895.8295676,10,10,1920,2560,0
16,206,1762.91018,38.0400014,10,10,1920,2560,205
16,208,1800.853223,44.86322335,10,10,1920,2560,207
16,209,1734.151884,24.90575507,10,10,1920,2560,207
16,181,1408.863461,993.179013,10,10,1920,2560,180
16,182,1440.118352,923.9003997,10,10,1920,2560,180
16,183,1707.124842,804.5911958,10,10,1920,2560,0
16,157,504.1131981,196.5368565,10,10,1920,2560,0
